일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2005/03/16,"499,000","504,000","495,500","503,000",▲,"1,000","+0.20","370,997","185,468","0.01","0","0","-37,072","0","68,448","54.60"
2005/03/15,"512,000","514,000","499,000","502,000",▼,"-8,000","-1.57","500,684","251,505","0.01","0","0","3,972","0","-117,050","54.62"
2005/03/14,"513,000","516,000","508,000","510,000",▼,"-9,000","-1.73","416,910","213,480","0.01","0","0","18,186","0","-129,176","54.62"
2005/03/11,"507,000","519,000","504,000","519,000",▲,"19,500","+3.90","640,226","328,309","0.01","0","0","-19,650","0","117,192","54.61"
2005/03/10,"503,000","508,000","499,500","499,500",▼,"-500","-0.10","632,675","317,297","0.01","0","0","29,595","0","-140,545","54.62"
2005/03/09,"499,000","500,000","491,500","500,000",▼,"-2,000","-0.40","497,898","247,622","0.01","0","0","-499","0","79,387","54.60"
2005/03/08,"507,000","508,000","500,000","502,000",▼,"-5,000","-0.99","527,607","265,898","0.01","0","0","-41,534","0","37,797","54.60"
2005/03/07,"515,000","515,000","500,000","507,000",▼,"-3,000","-0.59","590,399","299,516","0.01","0","0","-21,109","0","-18,426","54.63"
2005/03/04,"517,000","517,000","508,000","510,000",▼,"-9,000","-1.73","488,203","249,941","0.01","0","0","-58,281","0","-2,771","54.64"
2005/03/03,"515,000","526,000","512,000","519,000",▲,"2,000","+0.39","606,709","314,053","0.01","0","0","-157,642","0","-7,192","54.68"
2005/03/02,"525,000","528,000","517,000","517,000",▼,"-10,000","-1.90","548,569","285,887","0.01","0","0","-81,267","0","-149,553","54.79"
2005/02/28,"530,000","531,000","521,000","527,000",▲,"5,000","+0.96","554,130","290,920","0.01","0","0","91,995","0","-94,394","54.84"
2005/02/25,"524,000","529,000","521,000","522,000",▲,"3,000","+0.58","417,694","219,029","0.01","0","0","53,955","0","-28,538","54.78"
2005/02/24,"510,000","520,000","507,000","519,000",▲,"8,000","+1.57","419,776","216,102","0.01","0","0","-31,697","0","43,992","54.74"
2005/02/23,"514,000","516,000","509,000","511,000",▼,"-11,000","-2.11","394,983","202,435","0.01","0","0","-32,879","0","47,577","54.77"
2005/02/22,"528,000","529,000","518,000","522,000",▼,"-6,000","-1.14","357,168","186,986","0.01","0","0","50,667","0","6,201","54.79"
2005/02/21,"530,000","532,000","524,000","528,000",▲,"1,000","+0.19","468,639","247,284","0.01","0","0","-23,074","0","-175,062","54.75"
2005/02/18,"518,000","527,000","514,000","527,000",▲,"10,000","+1.93","367,125","191,269","0.01","0","0","22,442","0","5,195","54.77"
2005/02/17,"517,000","522,000","515,000","517,000",▼,"-3,000","-0.58","350,246","181,733","0.01","0","0","-11,486","0","-67,710","54.75"
2005/02/16,"522,000","531,000","518,000","520,000",▲,"1,000","+0.19","480,293","251,493","0.01","0","0","4,175","0","-46,494","54.76"
2005/02/15,"520,000","521,000","511,000","519,000",▲,"2,000","+0.39","534,955","277,575","0.01","0","0","90,686","0","-161,532","54.76"
2005/02/14,"513,000","522,000","510,000","517,000",▲,"11,000","+2.17","565,369","292,166","0.01","0","0","26,950","0","30,795","54.70"
2005/02/11,"505,000","509,000","501,000","506,000",▼,"-4,000","-0.78","517,794","261,423","0.01","0","0","938","0","-94,663","54.68"
2005/02/07,"506,000","512,000","503,000","510,000",▲,"14,500","+2.93","678,715","344,442","0.01","0","0","105,421","0","-14,823","54.68"
2005/02/04,"494,000","498,500","493,000","495,500",▼,"-500","-0.10","257,129","127,503","0.01","0","0","-20,128","0","-11,511","54.61"
2005/02/03,"486,000","497,000","486,000","496,000",▲,"5,500","+1.12","348,983","172,715","0.01","0","0","82,949","0","-21,494","54.62"
2005/02/02,"491,500","494,000","486,500","490,500",▼,"-1,000","-0.20","395,070","193,639","0.01","0","0","30,078","0","-50,666","54.56"
2005/02/01,"495,000","498,500","491,500","491,500",▼,"-3,500","-0.71","437,123","215,988","0.01","0","0","52,265","0","-23,915","54.54"
2005/01/31,"488,000","495,000","484,000","495,000",▲,"6,000","+1.23","329,335","162,030","0.01","0","0","37,117","0","83,293","54.51"
2005/01/28,"491,500","491,500","480,000","489,000",▼,"-3,000","-0.61","284,435","138,644","0.01","0","0","38,714","0","24,389","54.48"
2005/01/27,"495,000","495,000","490,500","492,000",▲,"1,500","+0.31","399,866","197,077","0.01","0","0","91,335","0","-14,335","54.46"
2005/01/26,"485,000","493,500","484,500","490,500",▲,"7,000","+1.45","497,768","243,875","0.01","0","0","67,405","0","85,138","54.40"
2005/01/25,"480,000","485,000","479,000","483,500",▼,"-4,500","-0.92","363,372","174,949","0.01","0","0","35,471","0","4,500","54.35"
2005/01/24,"482,500","488,000","477,500","488,000",▲,"2,000","+0.41","381,465","184,578","0.01","0","0","7,470","0","-59,364","54.33"
2005/01/21,"475,000","486,000","475,000","486,000",▲,"6,000","+1.25","300,696","145,092","0.01","0","0","-17,222","0","36,623","54.32"
2005/01/20,"480,000","485,000","475,500","480,000", ,"0","0","385,404","185,311","0.01","0","0","23,950","0","-53,366","54.33"
2005/01/19,"486,000","488,500","479,000","480,000",▼,"-6,000","-1.23","457,066","220,652","0.01","0","0","-32,574","0","-44,639","54.32"
2005/01/18,"490,000","490,500","484,500","486,000",▼,"-6,500","-1.32","604,888","294,546","0.01","0","0","-51,254","0","-51,019","54.34"
2005/01/17,"490,000","494,500","482,500","492,500",▲,"21,000","+4.45","1,235,910","603,829","0.01","0","0","265,235","0","-33,680","54.37"
2005/01/14,"440,000","474,000","439,500","471,500",▲,"27,500","+6.19","1,438,070","662,152","0.01","0","0","131,350","0","71,421","54.19"
2005/01/13,"442,000","447,000","441,000","444,000",▲,"2,000","+0.45","473,963","210,174","0.01","0","0","-93,279","0","44,387","54.10"
2005/01/12,"443,500","444,000","440,000","442,000", ,"0","0","294,457","130,144","0.01","0","0","14,828","0","-3,267","54.17"
2005/01/11,"438,000","442,000","433,500","442,000",▲,"4,000","+0.91","557,131","243,655","0.01","0","0","-75,807","0","5,911","54.16"
2005/01/10,"442,000","442,000","437,500","438,000",▼,"-2,500","-0.57","250,135","109,903","0.01","0","0","16,635","0","-51,284","54.21"
2005/01/07,"441,000","441,500","435,500","440,500",▲,"5,500","+1.26","272,369","119,516","0.01","0","0","71,587","0","-84,445","54.20"
2005/01/06,"439,000","445,500","435,000","435,000",▼,"-8,000","-1.81","343,063","150,977","0.01","0","0","3,706","0","-28,041","54.15"
2005/01/05,"440,000","443,000","436,500","443,000",▼,"-4,000","-0.89","467,322","205,385","0.02","0","0","4,993","0","33,660","54.15"
2005/01/04,"450,000","451,000","446,000","447,000",▼,"-4,000","-0.89","280,347","125,744","0.02","0","0","18,402","0","25,090","54.14"
2005/01/03,"452,500","453,000","446,000","451,000",▲,"500","+0.11","218,558","98,305","0.02","0","0","-6,036","0","23,433","54.13"
2004/12/30,"443,000","451,000","443,000","450,500",▲,"6,000","+1.35","345,360","154,849","0.02","0","0","14,470","0","88,259","54.13"
2004/12/29,"434,000","444,500","433,500","444,500",▲,"8,500","+1.95","342,186","150,001","0.02","0","0","-66,370","0","119,133","54.12"
2004/12/28,"436,000","438,000","431,500","436,000",▼,"-1,500","-0.34","272,727","118,576","0.02","0","0","1,033","0","47,373","54.17"
2004/12/27,"433,000","437,500","431,500","437,500",▲,"4,500","+1.04","235,473","102,309","0.02","0","0","1,084","0","4,417","54.17"
2004/12/24,"434,500","435,000","430,000","433,000",▼,"-1,500","-0.35","318,328","137,781","0.02","0","0","-32,678","0","39,551","54.17"
2004/12/23,"445,000","446,000","432,000","434,500",▼,"-8,000","-1.81","317,565","138,456","0.02","0","0","-33,125","0","357","54.19"
2004/12/22,"448,500","449,500","442,000","442,500",▼,"-3,500","-0.78","314,704","140,000","0.02","0","0","23,477","0","38,385","54.21"
2004/12/21,"446,000","447,000","440,000","446,000",▲,"1,000","+0.22","299,601","133,116","0.02","0","0","31,236","0","-6,415","54.20"
2004/12/20,"437,000","446,000","437,000","445,000",▲,"1,000","+0.23","347,023","153,393","0.02","0","0","51,662","0","53,844","54.18"
2004/12/17,"441,000","444,500","435,500","444,000",▲,"4,000","+0.91","450,291","198,963","0.02","0","0","156,934","0","76,030","54.14"
2004/12/16,"433,500","444,000","432,000","440,000",▲,"11,500","+2.68","861,837","378,107","0.02","0","0","349,700","0","26,030","54.03"
2004/12/15,"418,000","428,500","418,000","428,500",▲,"16,000","+3.88","669,601","284,480","0.02","0","0","123,852","0","30,130","53.80"
2004/12/14,"402,000","413,500","402,000","412,500",▲,"10,500","+2.61","553,669","225,948","0.02","0","0","46,885","0","-11,450","53.71"
2004/12/13,"400,000","403,500","399,000","402,000",▼,"-4,000","-0.99","490,546","196,911","0.02","0","0","-198,355","0","91,200","53.68"
2004/12/10,"411,000","412,000","404,500","406,000",▼,"-7,000","-1.69","517,691","210,539","0.02","0","0","-113,978","0","-1,070","53.82"
2004/12/09,"417,000","420,500","410,000","413,000",▼,"-6,500","-1.55","801,717","331,754","0.02","0","0","-139,991","0","-126,060","53.89"
2004/12/08,"405,500","419,500","403,000","419,500",▲,"8,500","+2.07","544,378","223,799","0.02","0","0","-597","0","14,780","53.99"
2004/12/07,"414,500","418,500","410,500","411,000",▼,"-7,000","-1.67","535,599","221,910","0.02","0","0","-116,109","0","-33,780","53.99"
2004/12/06,"425,000","425,000","418,000","418,000",▼,"-8,000","-1.88","393,351","165,380","0.02","0","0","-4,440","0","-75,120","54.07"
2004/12/03,"433,000","434,000","423,000","426,000",▼,"-2,500","-0.58","692,020","296,656","0.02","0","0","-77,077","0","105,960","54.07"
2004/12/02,"436,000","438,000","427,000","428,500",▼,"-500","-0.12","519,975","224,059","0.02","0","0","-69,831","0","116,860","54.12"
2004/12/01,"428,500","430,500","424,500","429,000",▼,"-5,500","-1.27","433,472","185,148","0.02","0","0","-181,392","0","580","54.17"
2004/11/30,"427,000","435,000","425,500","434,500",▲,"8,500","+2.00","614,068","264,523","0.02","0","0","40,050","0","21,870","54.29"
2004/11/29,"429,000","431,000","423,500","426,000",▼,"-7,000","-1.62","625,415","267,224","0.02","0","0","-134,812","0","-34,860","54.27"
2004/11/26,"438,500","446,000","431,500","433,000",▼,"-8,000","-1.81","535,018","234,387","0.02","0","0","-27,837","0","-80,190","54.36"
2004/11/25,"440,000","444,500","438,000","441,000",▲,"1,500","+0.34","443,705","195,776","0.02","0","0","-73,258","0","23,850","54.38"
2004/11/24,"438,000","442,000","434,000","439,500",▼,"-1,500","-0.34","463,002","203,267","0.02","0","0","-86,043","0","79,380","54.43"
2004/11/23,"445,000","445,500","438,000","441,000",▲,"1,000","+0.23","464,291","204,631","0.02","0","0","-63,986","0","61,740","54.48"
2004/11/22,"442,000","445,500","436,500","440,000",▼,"-14,000","-3.08","691,533","304,364","0.02","0","0","-144,400","0","-121,150","54.53"
2004/11/19,"460,000","466,000","449,500","454,000",▼,"-9,500","-2.05","445,179","203,114","0.02","0","0","-78,646","0","-25,040","54.63"
2004/11/18,"465,000","469,500","460,000","463,500",▲,"2,000","+0.43","588,572","273,224","0.02","0","0","19,505","0","-34,760","54.68"
2004/11/17,"456,000","462,500","455,500","461,500",▲,"6,000","+1.32","439,562","202,123","0.02","0","0","-72,835","0","97,980","54.67"
2004/11/16,"459,000","460,000","455,000","455,500",▼,"-1,000","-0.22","495,098","226,407","0.02","0","0","-83,045","0","-36,490","54.72"
2004/11/15,"453,000","460,000","452,500","456,500",▲,"8,000","+1.78","380,686","174,140","0.02","0","0","17,305","0","64,740","54.77"
2004/11/12,"449,000","451,000","443,500","448,500",▲,"11,500","+2.63","454,098","203,712","0.02","0","0","-19,544","0","202,790","54.76"
2004/11/11,"439,000","443,000","435,500","437,000",▼,"-2,000","-0.46","610,884","267,892","0.02","0","0","-54,070","0","77,790","54.77"
2004/11/10,"432,000","439,000","432,000","439,000",▲,"8,000","+1.86","366,057","159,893","0.02","0","0","-108,369","0","113,760","54.81"
2004/11/09,"434,500","437,500","430,000","431,000",▼,"-9,000","-2.05","535,503","232,438","0.02","0","0","-180,405","0","-3,700","54.88"
2004/11/08,"458,500","458,500","440,000","440,000",▼,"-12,500","-2.76","422,837","188,807","0.02","0","0","-86,243","0","-69,170","55.01"
2004/11/05,"452,000","454,000","449,500","452,500",▲,"4,500","+1.00","641,179","289,735","0.02","0","0","-38,462","0","131,160","55.06"
2004/11/04,"456,000","456,500","448,000","448,000",▼,"-7,000","-1.54","601,677","271,639","0.02","0","0","-118,854","0","830","55.09"
2004/11/03,"442,000","455,000","441,000","455,000",▲,"15,000","+3.41","504,366","226,542","0.02","0","0","35,841","0","52,190","55.17"
2004/11/02,"436,000","443,000","436,000","440,000",▲,"500","+0.11","329,018","144,925","0.02","0","0","-44,092","0","127,590","55.15"
2004/11/01,"437,500","441,000","433,000","439,500", ,"0","0","227,882","99,574","0.02","0","0","-26,970","0","13,730","55.18"
2004/10/29,"438,000","440,000","432,500","439,500", ,"0","0","535,245","234,363","0.02","0","0","-149,123","0","-31,000","55.19"
2004/10/28,"441,000","442,500","434,000","439,500",▲,"10,500","+2.45","453,529","198,633","0.02","0","0","4,787","0","57,320","55.30"
2004/10/27,"433,500","435,000","424,500","429,000",▼,"-1,000","-0.23","531,995","228,520","0.02","0","0","-68,715","0","-56,320","55.29"
2004/10/26,"429,500","433,500","429,000","430,000",▲,"2,000","+0.47","274,872","118,191","0.02","0","0","-55,418","0","-30,400","55.34"
2004/10/25,"433,000","433,000","424,500","428,000",▼,"-9,500","-2.17","630,626","270,667","0.02","0","0","-136,429","0","-160,600","55.38"
2004/10/22,"435,000","441,500","434,000","437,500",▲,"8,500","+1.98","465,858","203,979","0.02","0","0","-42,756","0","-580","55.47"
2004/10/21,"428,500","436,000","427,500","429,000",▲,"500","+0.12","583,366","251,476","0.02","0","0","-38,585","0","-89,360","55.50"
2004/10/20,"431,000","439,000","427,500","428,500",▼,"-10,000","-2.28","498,320","215,515","0.02","0","0","-112,958","0","-660","55.53"
2004/10/19,"440,000","443,500","436,000","438,500",▲,"6,000","+1.39","528,292","232,162","0.02","0","0","-95,115","0","74,730","55.60"
2004/10/18,"432,000","436,000","428,000","432,500",▼,"-4,500","-1.03","742,560","320,505","0.02","0","0","-294,524","0","-22,130","55.67"
2004/10/15,"441,000","446,500","436,500","437,000",▼,"-7,000","-1.58","1,293,901","569,340","0.02","0","0","-656,553","0","-68,910","55.87"
2004/10/14,"448,000","448,000","437,000","444,000",▼,"-5,000","-1.11","1,017,089","450,807","0.02","0","0","-421,570","0","-91,540","56.31"
2004/10/13,"447,000","451,000","446,500","449,000",▲,"3,000","+0.67","727,849","326,761","0.01","0","0","-331,750","0","-27,270","56.60"
2004/10/12,"464,000","464,000","446,000","446,000",▼,"-20,500","-4.39","1,061,701","481,848","0.01","0","0","-444,931","0","-121,700","56.82"
2004/10/11,"470,500","472,500","465,500","466,500",▼,"-10,000","-2.10","768,317","360,023","0.01","0","0","-420,484","0","6,430","57.13"
2004/10/08,"483,000","487,500","474,500","476,500",▼,"-11,500","-2.36","836,061","402,392","0.01","0","0","-333,403","0","2,630","57.41"
2004/10/07,"491,000","494,500","482,000","488,000",▼,"-6,500","-1.31","362,921","176,484","0.01","0","0","-97,042","0","32,510","57.64"
2004/10/06,"489,500","501,000","485,000","494,500",▲,"6,500","+1.33","723,015","357,062","0.01","0","0","19,673","0","48,960","57.70"
2004/10/05,"493,000","493,000","484,000","488,000",▼,"-2,000","-0.41","463,306","226,393","0.01","0","0","24,218","0","-42,680","57.69"
2004/10/04,"471,000","490,000","471,000","490,000",▲,"29,000","+6.29","636,619","306,613","0.01","0","0","39,792","0","110,420","57.67"
2004/10/01,"458,000","463,500","456,000","461,000",▲,"3,000","+0.66","530,609","244,063","0.01","0","0","-166,735","0","60,500","57.65"
2004/09/30,"453,000","459,000","453,000","458,000",▼,"-1,000","-0.22","532,078","242,783","0.01","0","0","-88,559","0","28,160","57.76"
2004/09/24,"456,000","461,500","454,000","459,000",▼,"-1,000","-0.22","346,485","158,915","0.01","0","0","-64,262","0","-38,970","57.82"
2004/09/23,"458,000","460,000","454,500","460,000",▼,"-2,500","-0.54","475,166","217,560","0.01","0","0","-135,797","0","-55,710","57.86"
2004/09/22,"475,000","479,000","462,500","462,500",▼,"-11,500","-2.43","392,799","184,691","0.01","0","0","-4,672","0","-68,670","57.96"
2004/09/21,"473,000","474,500","469,000","474,000",▲,"5,000","+1.07","354,370","167,376","0.01","0","0","-14,014","0","3,310","57.96"
2004/09/20,"468,500","476,500","467,000","469,000",▼,"-500","-0.11","469,603","221,629","0.01","0","0","-21,826","0","43,550","57.97"
2004/09/17,"480,000","482,000","468,500","469,500",▼,"-10,500","-2.19","688,965","327,597","0.01","0","0","-121,620","0","-54,630","57.98"
2004/09/16,"471,000","486,000","469,000","480,000",▲,"2,000","+0.42","587,680","281,828","0.01","0","0","-140,558","0","176,930","58.07"
2004/09/15,"477,500","485,000","477,000","478,000",▼,"-5,500","-1.14","497,374","238,945","0.01","0","0","-61,777","0","-11,360","58.16"
2004/09/14,"487,000","488,000","481,000","483,500",▲,"8,500","+1.79","811,288","393,161","0.01","0","0","113,610","0","-25,340","58.20"
2004/09/13,"463,500","475,000","462,000","475,000",▲,"17,500","+3.83","793,351","372,524","0.01","0","0","170,068","0","68,120","58.13"
2004/09/10,"442,000","459,500","438,000","457,500",▲,"18,500","+4.21","875,749","393,978","0.01","0","0","-23,543","0","75,690","58.01"
