일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2006/01/05,"695,000","695,000","671,000","679,000",▼,"-20,000","-2.86","710,373","482,813","0.01","22,030","53,847","-81,377","0","60,215","53.84"
2006/01/04,"675,000","700,000","673,000","699,000",▲,"34,000","+5.11","785,812","542,637","0.01","-210,986","107,975","91,712","0","-45,453","53.90"
2006/01/03,"660,000","666,000","656,000","665,000",▲,"6,000","+0.91","358,018","236,618","0.01","-4,035","-3,241","-4,843","0","-82,780","53.84"
2006/01/02,"664,000","668,000","656,000","659,000", ,"0","0","419,111","276,911","0.01","15,363","-37,743","17,422","0","-113,323","53.84"
2005/12/29,"660,000","670,000","657,000","659,000",▼,"-2,000","-0.30","420,541","279,036","0.01","0","0","-28,984","0","-64,994","53.83"
2005/12/28,"658,000","663,000","655,000","661,000",▼,"-1,000","-0.15","430,162","284,042","0.01","0","0","-71,270","0","-10,610","53.85"
2005/12/27,"659,000","664,000","648,000","662,000",▲,"8,000","+1.22","361,357","237,767","0.01","0","0","50,787","0","47,141","53.90"
2005/12/26,"650,000","663,000","649,000","654,000",▲,"9,000","+1.40","356,642","233,698","0.01","0","0","-6,137","0","35,811","53.86"
2005/12/23,"642,000","652,000","636,000","645,000",▲,"11,000","+1.74","576,358","372,400","0.01","0","0","-19,971","0","-14,517","53.87"
2005/12/22,"635,000","647,000","631,000","634,000",▲,"6,000","+0.96","561,916","358,757","0.01","0","0","93,714","0","-66,375","53.88"
2005/12/21,"614,000","635,000","614,000","628,000",▲,"16,000","+2.61","507,287","316,498","0.01","0","0","85,654","0","15,037","53.82"
2005/12/20,"603,000","614,000","602,000","612,000",▲,"4,000","+0.66","343,970","209,039","0.01","0","0","26,683","0","24,079","53.76"
2005/12/19,"607,000","614,000","602,000","608,000",▲,"6,000","+1.00","363,354","221,068","0.01","0","0","-75,510","0","85,386","53.74"
2005/12/16,"606,000","606,000","593,000","602,000",▼,"-7,000","-1.15","594,153","356,227","0","0","0","-62,110","0","-41,656","53.79"
2005/12/15,"609,000","616,000","601,000","609,000", ,"0","0","374,817","228,329","0","0","0","-30,628","0","7,905","53.83"
2005/12/14,"622,000","627,000","608,000","609,000",▼,"-9,000","-1.46","534,330","328,761","0","0","0","-23,207","0","-99,474","53.85"
2005/12/13,"621,000","623,000","613,000","618,000", ,"0","0","360,761","222,689","0","0","0","-61,846","0","-22,384","53.87"
2005/12/12,"622,000","628,000","617,000","618,000",▼,"-4,000","-0.64","371,779","231,162","0","0","0","-100,837","0","95,912","53.91"
2005/12/09,"628,000","631,000","613,000","622,000",▼,"-11,000","-1.74","465,264","289,743","0","0","0","-97,476","0","-64,262","53.98"
2005/12/08,"635,000","640,000","626,000","633,000",▼,"-8,000","-1.25","538,546","340,997","0","0","0","-91,940","0","27,630","54.05"
2005/12/07,"630,000","645,000","624,000","641,000",▲,"11,000","+1.75","530,716","337,093","0","0","0","52,340","0","-49,816","54.11"
2005/12/06,"619,000","631,000","617,000","630,000",▲,"8,000","+1.29","423,633","264,460","0","0","0","78,300","0","-19,575","54.07"
2005/12/05,"622,000","625,000","618,000","622,000",▲,"5,000","+0.81","251,823","156,599","0","0","0","31,405","0","-23,935","54.02"
2005/12/02,"620,000","623,000","614,000","617,000",▲,"11,000","+1.82","392,830","243,194","0.01","0","0","154,005","0","-12,038","54.00"
2005/12/01,"596,000","608,000","595,000","606,000",▲,"8,000","+1.34","406,300","244,696","0.01","0","0","21,869","0","9,124","53.89"
2005/11/30,"593,000","604,000","593,000","598,000",▲,"4,000","+0.67","358,182","214,572","0.01","0","0","3,695","0","57,930","53.88"
2005/11/29,"598,000","602,000","588,000","594,000",▼,"-7,000","-1.16","350,219","208,346","0.01","0","0","-28,904","0","-53,115","53.88"
2005/11/28,"600,000","603,000","596,000","601,000",▲,"1,000","+0.17","188,687","113,197","0.01","0","0","9,316","0","12,242","53.90"
2005/11/25,"608,000","611,000","596,000","600,000",▼,"-8,000","-1.32","315,126","188,994","0.01","0","0","-77,386","0","40,042","53.89"
2005/11/24,"618,000","618,000","605,000","608,000",▲,"1,000","+0.16","310,103","189,639","0.01","0","0","40,231","0","35,571","53.94"
2005/11/23,"600,000","613,000","599,000","607,000",▲,"17,000","+2.88","864,854","524,382","0.01","0","0","150,056","0","108,024","53.91"
2005/11/22,"611,000","612,000","587,000","590,000",▼,"-31,000","-4.99","912,923","543,867","0","0","0","-169,773","0","-81,373","53.81"
2005/11/21,"632,000","632,000","612,000","621,000",▼,"-6,000","-0.96","481,865","300,927","0","0","0","19,679","0","1,553","53.93"
2005/11/18,"625,000","630,000","619,000","627,000",▲,"3,000","+0.48","291,995","182,598","0","0","0","26,758","0","14,685","53.91"
2005/11/17,"627,000","628,000","619,000","624,000",▼,"-6,000","-0.95","250,852","156,655","0","0","0","6,329","0","-17,692","53.90"
2005/11/16,"616,000","630,000","616,000","630,000",▲,"9,000","+1.45","280,777","175,454","0.01","0","0","-35,732","0","31,445","53.89"
2005/11/15,"626,000","629,000","611,000","621,000",▼,"-5,000","-0.80","281,923","174,435","0.01","0","0","-23,741","0","-17,213","53.92"
2005/11/14,"621,000","629,000","616,000","626,000",▲,"8,000","+1.29","443,395","277,168","0.01","0","0","71,279","0","-12,203","53.93"
2005/11/11,"617,000","624,000","614,000","618,000",▲,"13,000","+2.15","590,875","365,499","0.01","0","0","41,675","0","179,756","53.88"
2005/11/10,"601,000","607,000","599,000","605,000",▲,"4,000","+0.67","377,342","228,064","0.01","0","0","54,777","0","23,069","53.86"
2005/11/09,"601,000","607,000","596,000","601,000",▼,"-2,000","-0.33","358,627","215,790","0.01","0","0","8,784","0","88,332","53.82"
2005/11/08,"600,000","603,000","597,000","603,000",▲,"3,000","+0.50","294,792","176,997","0.01","0","0","38,801","0","32,854","53.81"
2005/11/07,"602,000","603,000","591,000","600,000",▲,"1,000","+0.17","259,275","154,757","0.01","0","0","77,232","0","14,129","53.79"
2005/11/04,"597,000","600,000","593,000","599,000",▲,"12,000","+2.04","496,143","296,485","0.01","0","0","109,878","0","108,587","53.73"
2005/11/03,"588,000","592,000","585,000","587,000",▲,"12,000","+2.09","471,441","277,295","0.01","0","0","23,953","0","45,174","53.66"
2005/11/02,"564,000","580,000","564,000","575,000",▲,"11,000","+1.95","314,320","180,601","0.01","0","0","52,309","0","89,854","53.64"
2005/11/01,"560,000","568,000","559,000","564,000",▲,"12,000","+2.17","615,171","347,109","0.01","0","0","113,395","0","19,299","53.61"
2005/10/31,"549,000","555,000","548,000","552,000",▲,"6,000","+1.10","391,918","216,080","0.01","0","0","-23,819","0","23,798","53.53"
2005/10/28,"549,000","551,000","545,000","546,000",▼,"-12,000","-2.15","438,963","240,198","0.01","0","0","-30,712","0","-93,050","53.55"
2005/10/27,"563,000","568,000","556,000","558,000",▼,"-5,000","-0.89","387,209","217,451","0.01","0","0","33,457","0","3,255","53.57"
2005/10/26,"562,000","566,000","559,000","563,000",▼,"-2,000","-0.35","315,372","176,969","0.01","0","0","-16,834","0","25,888","53.54"
2005/10/25,"572,000","578,000","564,000","565,000",▼,"-2,000","-0.35","370,469","211,880","0.01","0","0","4,455","0","39,905","53.56"
2005/10/24,"566,000","571,000","561,000","567,000",▲,"3,000","+0.53","342,068","193,431","0.01","0","0","40,330","0","-73,038","53.55"
2005/10/21,"550,000","566,000","549,000","564,000",▲,"8,000","+1.44","438,004","244,988","0.01","0","0","-86,866","0","156,681","53.53"
2005/10/20,"560,000","561,000","552,000","556,000",▲,"6,000","+1.09","359,267","199,856","0.01","0","0","-23,614","0","45,173","53.58"
2005/10/19,"560,000","561,000","550,000","550,000",▼,"-15,000","-2.65","374,710","207,183","0.01","0","0","-69,571","0","-39,671","53.60"
2005/10/18,"564,000","569,000","563,000","565,000",▲,"2,000","+0.36","356,791","201,794","0.01","0","0","-62,915","0","80,136","53.65"
2005/10/17,"560,000","569,000","560,000","563,000",▲,"1,000","+0.18","350,592","197,459","0","0","0","-15,643","0","17,652","53.69"
2005/10/14,"565,000","572,000","560,000","562,000", ,"0","0","628,182","354,926","0","0","0","-74,645","0","-87,593","53.70"
2005/10/13,"571,000","574,000","558,000","562,000",▼,"-16,000","-2.77","723,035","406,977","0.01","0","0","-86,036","0","-210,462","53.75"
2005/10/12,"593,000","594,000","577,000","578,000",▼,"-21,000","-3.51","571,620","332,097","0.01","0","0","-115,867","0","-118,928","53.81"
2005/10/11,"588,000","599,000","587,000","599,000",▲,"6,000","+1.01","215,077","127,692","0.01","0","0","13,881","0","35,257","53.89"
2005/10/10,"584,000","597,000","583,000","593,000",▲,"12,000","+2.07","301,891","178,575","0.01","0","0","32,397","0","94,127","53.88"
2005/10/07,"578,000","588,000","576,000","581,000",▼,"-5,000","-0.85","513,223","298,750","0.01","0","0","-156,087","0","44,336","53.86"
2005/10/06,"595,000","595,000","585,000","586,000",▼,"-15,000","-2.50","422,333","249,033","0.01","0","0","9,467","0","-149,219","53.96"
2005/10/05,"604,000","614,000","598,000","601,000",▼,"-1,000","-0.17","446,328","270,401","0.01","0","0","80,154","0","-126,867","53.96"
2005/10/04,"590,000","607,000","590,000","602,000",▲,"14,000","+2.38","544,049","326,907","0.01","0","0","-86,894","0","75,729","53.90"
2005/09/30,"594,000","600,000","588,000","588,000",▼,"-2,000","-0.34","458,085","272,118","0.01","0","0","-34,379","0","9,724","53.96"
2005/09/29,"594,000","599,000","590,000","590,000",▼,"-8,000","-1.34","394,362","233,580","0.01","0","0","-107,604","0","12,744","53.99"
2005/09/28,"590,000","600,000","587,000","598,000",▲,"5,000","+0.84","270,129","160,201","0.01","0","0","-10,321","0","12,133","54.06"
2005/09/27,"598,000","599,000","590,000","593,000",▼,"-4,000","-0.67","318,206","189,039","0.01","0","0","-58,198","0","-44,540","54.07"
2005/09/26,"586,000","600,000","586,000","597,000",▲,"12,000","+2.05","437,917","259,017","0.01","0","0","-133,917","0","50,791","54.10"
2005/09/23,"592,000","599,000","583,000","585,000",▼,"-15,000","-2.50","373,549","220,113","0.01","0","0","-62,859","0","-50,704","54.20"
2005/09/22,"593,000","600,000","592,000","600,000",▼,"-1,000","-0.17","320,007","190,996","0.01","0","0","-59,057","0","-27,935","54.24"
2005/09/21,"596,000","606,000","595,000","601,000",▲,"8,000","+1.35","381,782","229,726","0","0","0","62,829","0","-10,128","54.28"
2005/09/20,"600,000","603,000","592,000","593,000", ,"0","0","560,903","334,305","0","0","0","-29,397","0","14,904","54.24"
2005/09/16,"604,000","606,000","588,000","593,000",▼,"-14,000","-2.31","612,542","363,999","0","0","0","-86,016","0","30,767","54.26"
2005/09/15,"605,000","619,000","604,000","607,000",▼,"-6,000","-0.98","580,759","353,890","0","0","0","14,034","0","-33,190","54.31"
2005/09/14,"605,000","615,000","602,000","613,000",▲,"7,000","+1.16","511,770","311,917","0","0","0","16,943","0","41,157","54.30"
2005/09/13,"590,000","610,000","589,000","606,000",▲,"17,000","+2.89","697,730","420,904","0","0","0","-20,145","0","-40,411","54.29"
2005/09/12,"594,000","600,000","589,000","589,000", ,"0","0","401,478","238,552","0","0","0","54,514","0","-18,999","54.31"
2005/09/09,"585,000","591,000","583,000","589,000",▲,"2,000","+0.34","262,111","153,653","0","0","0","-12,590","0","26,322","54.27"
2005/09/08,"585,000","593,000","580,000","587,000",▲,"8,000","+1.38","692,548","406,127","0","0","0","129,471","0","46,409","54.28"
2005/09/07,"576,000","582,000","576,000","579,000",▲,"10,000","+1.76","351,354","203,582","0","0","0","53,850","0","9,857","54.19"
2005/09/06,"563,000","576,000","563,000","569,000",▲,"8,000","+1.43","381,016","217,774","0","0","0","-25,591","0","118,593","54.15"
2005/09/05,"558,000","563,000","555,000","561,000",▲,"7,000","+1.26","218,480","122,480","0","0","0","34,254","0","-2,335","54.17"
2005/09/02,"549,000","557,000","548,000","554,000",▲,"5,000","+0.91","243,894","135,012","0","0","0","7,340","0","25,924","54.15"
2005/09/01,"549,000","552,000","547,000","549,000",▲,"5,000","+0.92","239,426","131,607","0","0","0","-41,299","0","-7,402","54.14"
2005/08/31,"534,000","546,000","534,000","544,000",▲,"3,000","+0.55","244,132","132,158","0","0","0","-35,849","0","-24,795","54.17"
2005/08/30,"544,000","548,000","533,000","541,000",▲,"1,000","+0.19","298,314","161,368","0","0","0","-13,723","0","-80,917","54.20"
2005/08/29,"542,000","542,000","536,000","540,000",▼,"-9,000","-1.64","365,599","197,400","0","0","0","26,917","0","-34,342","54.20"
2005/08/26,"552,000","556,000","549,000","549,000",▼,"-3,000","-0.54","378,335","208,695","0","0","0","-38,046","0","-22,009","54.19"
2005/08/25,"553,000","555,000","544,000","552,000",▼,"-4,000","-0.72","487,216","268,200","0","0","0","-137,048","0","-36,357","54.21"
2005/08/24,"562,000","563,000","549,000","556,000",▼,"-6,000","-1.07","479,797","266,255","0","0","0","1,137","0","-149,484","54.31"
2005/08/23,"564,000","569,000","560,000","562,000",▼,"-1,000","-0.18","375,451","211,554","0","0","0","-119,127","0","11,733","54.30"
2005/08/22,"553,000","570,000","553,000","563,000",▲,"10,000","+1.81","391,070","220,333","0","0","0","-44,130","0","66,879","54.39"
2005/08/19,"555,000","556,000","549,000","553,000",▼,"-2,000","-0.36","418,721","231,648","0","0","0","3,460","0","-20,985","54.42"
2005/08/18,"572,000","573,000","553,000","555,000",▼,"-17,000","-2.97","670,314","377,098","0","0","0","-137,516","0","-69,669","54.41"
2005/08/17,"566,000","572,000","560,000","572,000", ,"0","0","408,410","231,323","0","0","0","-21,959","0","28,135","54.51"
2005/08/16,"578,000","582,000","569,000","572,000",▼,"-6,000","-1.04","520,855","299,495","0","0","0","-25,909","0","-13,287","54.52"
2005/08/12,"569,000","579,000","569,000","578,000",▲,"11,000","+1.94","489,617","281,732","0","0","0","84,135","0","1,899","54.54"
2005/08/11,"555,000","570,000","555,000","567,000",▲,"12,000","+2.16","397,705","223,793","0","0","0","74,293","0","17,901","54.48"
2005/08/10,"555,000","562,000","553,000","555,000",▲,"5,000","+0.91","329,612","183,696","0","0","0","52,546","0","-22,737","54.43"
2005/08/09,"551,000","553,000","545,000","550,000",▼,"-1,000","-0.18","406,503","223,272","0","0","0","-127,983","0","-126,963","54.40"
2005/08/08,"552,000","552,000","543,000","551,000",▼,"-2,000","-0.36","365,714","201,002","0","0","0","-40,334","0","-7,133","54.48"
2005/08/05,"561,000","561,000","548,000","553,000",▼,"-13,000","-2.30","602,057","334,054","0","0","0","-91,861","0","22,031","54.51"
2005/08/04,"568,000","569,000","560,000","566,000",▼,"-2,000","-0.35","367,406","207,583","0","0","0","-50,612","0","99,429","54.57"
2005/08/03,"575,000","577,000","568,000","568,000", ,"0","0","472,771","270,039","0","0","0","-2,049","0","-33,732","54.61"
2005/08/02,"570,000","571,000","562,000","568,000",▼,"-1,000","-0.18","285,080","161,621","0","0","0","-38,856","0","-19,977","54.61"
2005/08/01,"566,000","569,000","561,000","569,000",▲,"4,000","+0.71","329,422","186,261","0","0","0","30,362","0","-35,254","54.63"
2005/07/29,"566,000","566,000","560,000","565,000",▲,"5,000","+0.89","357,510","201,278","0","0","0","15,929","0","-99,712","54.61"
2005/07/28,"552,000","566,000","552,000","560,000",▲,"9,000","+1.63","473,196","264,701","0","0","0","75,796","0","-61,504","54.60"
2005/07/27,"552,000","559,000","548,000","551,000", ,"0","0","368,686","203,535","0","0","0","-28,226","0","-43,004","54.55"
2005/07/26,"556,000","558,000","547,000","551,000",▼,"-4,000","-0.72","412,660","228,410","0","0","0","-13,658","0","-26,246","54.57"
2005/07/25,"552,000","557,000","552,000","555,000",▲,"3,000","+0.54","369,101","204,523","0","0","0","-6,080","0","45,719","54.58"
2005/07/22,"559,000","560,000","546,000","552,000",▼,"-11,000","-1.95","551,599","305,901","0","0","0","-85,005","0","97,455","54.58"
2005/07/21,"565,000","568,000","558,000","563,000",▲,"5,000","+0.90","535,612","301,551","0","0","0","78,560","0","-10,692","54.64"
2005/07/20,"562,000","567,000","555,000","558,000",▼,"-3,000","-0.53","600,564","336,599","0","0","0","24,778","0","-17,067","54.59"
2005/07/19,"550,000","562,000","549,000","561,000",▲,"12,000","+2.19","675,722","376,979","0","0","0","45,664","0","-4,108","54.57"
2005/07/18,"543,000","552,000","541,000","549,000",▲,"7,000","+1.29","424,479","231,548","0","0","0","42,759","0","-31,365","54.54"
2005/07/15,"548,000","550,000","539,000","542,000",▼,"-5,000","-0.91","522,167","285,004","0","0","0","30,185","0","-3,066","54.51"
2005/07/14,"549,000","551,000","547,000","547,000", ,"0","0","577,773","316,843","0","0","0","67,023","0","45,870","54.49"
2005/07/13,"543,000","547,000","539,000","547,000",▲,"6,000","+1.11","509,310","276,609","0.01","0","0","117,670","0","-9,419","54.45"
2005/07/12,"540,000","548,000","537,000","541,000",▲,"8,000","+1.50","936,718","507,136","0.01","0","0","386,263","0","-102,037","54.37"
2005/07/11,"525,000","535,000","525,000","533,000",▲,"17,000","+3.29","691,762","367,014","0.01","0","0","162,262","0","47,193","54.10"
2005/07/08,"517,000","522,000","516,000","516,000", ,"0","0","393,397","203,958","0.01","0","0","154,549","0","-19,647","53.99"
2005/07/07,"504,000","519,000","504,000","516,000",▲,"12,000","+2.38","638,200","327,204","0.01","0","0","9,451","0","1,088","53.89"
2005/07/06,"503,000","507,000","503,000","504,000",▲,"2,000","+0.40","269,198","136,079","0.01","0","0","72,407","0","-14,554","53.88"
2005/07/05,"504,000","507,000","500,000","502,000",▼,"-1,000","-0.20","186,060","93,511","0","0","0","3,487","0","-9,713","53.83"
2005/07/04,"505,000","509,000","501,000","503,000",▲,"2,000","+0.40","313,114","158,206","0","0","0","85,105","0","-77,102","53.83"
2005/07/01,"494,000","501,000","493,000","501,000",▲,"7,000","+1.42","531,182","264,320","0","0","0","129,385","0","-55,139","53.77"
2005/06/30,"490,000","498,000","490,000","494,000",▲,"4,000","+0.82","396,777","195,712","0","0","0","32,400","0","18,800","53.68"
2005/06/29,"490,000","492,500","488,000","490,000",▲,"500","+0.10","383,764","188,087","0","0","0","-101,835","0","-927","53.66"
2005/06/28,"488,500","490,500","485,500","489,500",▲,"1,000","+0.20","370,658","180,916","0","0","0","-49,141","0","6,055","53.73"
2005/06/27,"489,000","489,000","483,000","488,500",▼,"-2,500","-0.51","561,046","273,123","0","0","0","-11,966","0","-56,530","53.77"
2005/06/24,"496,000","496,000","489,000","491,000",▼,"-7,000","-1.41","435,634","214,617","0","0","0","-63,437","0","-55,825","53.77"
2005/06/23,"493,000","499,000","492,000","498,000",▲,"5,000","+1.01","519,819","257,220","0","0","0","-41,272","0","-74,639","53.82"
2005/06/22,"488,000","494,000","487,000","493,000",▲,"5,000","+1.02","393,089","192,969","0","0","0","-29,440","0","25,488","53.84"
2005/06/21,"490,500","491,500","486,000","488,000",▼,"-2,500","-0.51","405,211","198,077","0","0","0","-146,566","0","35,953","53.86"
2005/06/20,"493,500","494,000","489,500","490,500",▼,"-3,000","-0.61","332,126","163,471","0","0","0","-12,708","0","-30,667","53.96"
2005/06/17,"499,000","499,500","491,500","493,500",▼,"-5,000","-1.00","478,983","237,243","0","0","0","-82,682","0","6,071","53.97"
2005/06/16,"500,000","502,000","497,000","498,500",▼,"-1,500","-0.30","367,992","183,755","0.01","0","0","-61,732","0","42,029","54.03"
2005/06/15,"496,500","500,000","494,500","500,000",▲,"3,500","+0.70","449,256","223,463","0.01","0","0","-78,161","0","57,979","54.07"
2005/06/14,"498,000","501,000","494,000","496,500",▼,"-1,500","-0.30","389,984","193,969","0.01","0","0","-21,393","0","48,372","54.12"
2005/06/13,"491,500","499,500","491,500","498,000",▲,"6,500","+1.32","455,384","226,482","0.01","0","0","80,815","0","1,597","54.14"
2005/06/10,"480,000","494,500","477,000","491,500",▲,"11,500","+2.40","812,962","397,455","0.01","0","0","-25,998","0","-73,878","54.08"
2005/06/09,"475,500","480,000","471,500","480,000",▲,"2,500","+0.52","750,424","357,986","0.01","0","0","-51,334","0","59,028","54.10"
2005/06/08,"478,000","481,000","475,000","477,500",▼,"-3,000","-0.62","535,763","256,217","0.01","0","0","-143,245","0","92,480","54.14"
2005/06/07,"484,000","485,000","480,000","480,500",▼,"-7,500","-1.54","482,598","232,567","0.01","0","0","-36,608","0","10,649","54.23"
2005/06/03,"488,000","491,500","485,500","488,000",▲,"500","+0.10","353,579","172,465","0.01","0","0","-26,309","0","-1,677","54.26"
2005/06/02,"495,000","495,500","487,500","487,500",▼,"-1,500","-0.31","366,428","180,498","0.01","0","0","45,030","0","-5,183","54.28"
2005/06/01,"483,500","489,500","483,000","489,000", ,"0","0","330,983","161,208","0.01","0","0","-2,161","0","-28,708","54.25"
2005/05/31,"492,500","494,000","486,500","489,000",▼,"-4,500","-0.91","445,531","218,086","0.01","0","0","-83,646","0","-71,562","54.25"
2005/05/30,"490,000","494,000","490,000","493,500",▲,"3,500","+0.71","228,959","112,841","0.01","0","0","9,758","0","-12,365","54.30"
2005/05/27,"490,000","493,000","486,500","490,000",▲,"8,000","+1.66","375,574","184,109","0.01","0","0","-57,073","0","161,132","54.30"
2005/05/26,"481,500","485,000","479,500","482,000",▼,"-2,500","-0.52","277,951","133,966","0.01","0","0","-103,442","0","31,420","54.34"
2005/05/25,"493,500","496,500","483,500","484,500",▼,"-10,500","-2.12","426,388","208,141","0.01","0","0","-16,787","0","-48,571","54.41"
2005/05/24,"496,500","498,500","493,000","495,000",▼,"-3,000","-0.60","255,070","126,295","0.01","0","0","3,566","0","10,023","54.42"
2005/05/23,"496,000","498,500","494,500","498,000",▼,"-500","-0.10","160,941","79,959","0.01","0","0","-5,512","0","-20,617","54.41"
2005/05/20,"499,500","502,000","495,000","498,500", ,"0","0","233,768","116,553","0.01","0","0","9,017","0","18,230","54.42"
2005/05/19,"493,000","501,000","492,500","498,500",▲,"9,000","+1.84","508,780","253,219","0.01","0","0","30,506","0","132,998","54.41"
2005/05/18,"494,500","495,000","489,000","489,500", ,"0","0","341,989","168,367","0.01","0","0","58,673","0","6,482","54.39"
2005/05/17,"490,000","493,000","483,500","489,500",▲,"1,500","+0.31","363,568","178,029","0.01","0","0","48,885","0","24,904","54.35"
2005/05/16,"485,000","490,000","484,000","488,000",▲,"6,500","+1.35","347,032","169,444","0.01","0","0","40,672","0","12,580","54.32"
2005/05/13,"475,000","485,000","472,000","481,500",▲,"6,500","+1.37","410,919","197,196","0.01","0","0","66,095","0","-40,914","54.29"
2005/05/12,"474,000","480,000","474,000","475,000",▲,"3,000","+0.64","417,218","198,660","0.01","0","0","31,619","0","-21,078","54.25"
2005/05/11,"475,000","475,500","471,500","472,000",▼,"-5,000","-1.05","346,095","163,611","0.01","0","0","45,236","0","-41,130","54.22"
2005/05/10,"478,000","479,500","475,500","477,000",▲,"2,000","+0.42","213,574","101,939","0.01","0","0","24,380","0","28,419","54.19"
2005/05/09,"475,000","477,500","470,500","475,000",▲,"1,000","+0.21","400,770","190,018","0.01","0","0","88,656","0","-76,147","54.18"
2005/05/06,"466,500","475,500","466,500","474,000",▲,"9,500","+2.05","493,666","233,345","0.01","0","0","89,649","0","-34,468","54.12"
2005/05/04,"455,000","467,000","455,000","464,500",▲,"9,500","+2.09","346,370","160,423","0.01","0","0","639","0","68,397","54.06"
2005/05/03,"455,000","461,500","452,500","455,000",▼,"-500","-0.11","277,432","126,895","0.01","0","0","18,814","0","936","54.06"
2005/05/02,"456,000","458,000","450,000","455,500",▲,"3,500","+0.77","236,912","107,641","0.01","0","0","42,236","0","-6,665","54.04"
2005/04/29,"452,000","456,500","449,500","452,000",▼,"-8,000","-1.74","585,597","265,170","0.01","0","0","-45,317","0","61,439","54.01"
2005/04/28,"463,000","463,500","457,000","460,000",▼,"-4,000","-0.86","394,049","181,219","0.01","0","0","-26,246","0","-12,785","54.05"
2005/04/27,"463,000","467,000","461,000","464,000",▼,"-7,000","-1.49","411,813","190,863","0.01","0","0","-75,543","0","-120,969","54.06"
2005/04/26,"474,500","474,500","471,000","471,000",▼,"-3,500","-0.74","187,546","88,610","0.01","0","0","-44","0","-34,905","54.11"
2005/04/25,"462,000","474,500","462,000","474,500",▲,"7,500","+1.61","328,776","154,345","0.01","0","0","46,451","0","29,407","54.11"
2005/04/22,"475,000","476,000","467,000","467,000",▲,"1,000","+0.21","334,597","157,291","0.01","0","0","-2,153","0","11,069","54.08"
2005/04/21,"462,000","470,000","457,500","466,000",▼,"-4,000","-0.85","586,475","271,691","0.01","0","0","-106,424","0","-7,760","54.08"
2005/04/20,"478,500","483,000","469,000","470,000",▼,"-4,000","-0.84","657,711","312,614","0.02","0","0","-100,829","0","-45,246","54.16"
2005/04/19,"477,000","480,000","474,000","474,000",▼,"-2,000","-0.42","602,959","286,642","0.02","0","0","-77,698","0","-50,246","54.23"
2005/04/18,"473,500","481,500","472,000","476,000",▼,"-15,500","-3.15","864,948","411,707","0.02","0","0","-133,072","0","-20,887","54.28"
2005/04/15,"500,000","502,000","489,000","491,500",▼,"-10,500","-2.09","866,964","428,385","0.02","0","0","-58,344","0","-109,358","54.37"
2005/04/14,"513,000","514,000","502,000","502,000",▼,"-16,000","-3.09","663,520","335,897","0.02","0","0","-1,132","0","-237,327","54.41"
2005/04/13,"518,000","520,000","516,000","518,000",▼,"-2,000","-0.38","213,519","110,646","0.01","0","0","-28,640","0","560","54.41"
2005/04/12,"516,000","520,000","513,000","520,000",▲,"3,000","+0.58","207,740","107,460","0.01","0","0","-2,747","0","17,939","54.43"
2005/04/11,"522,000","522,000","516,000","517,000",▼,"-5,000","-0.96","191,323","99,133","0.01","0","0","9,832","0","-54,553","54.43"
2005/04/08,"524,000","525,000","520,000","522,000",▲,"4,000","+0.77","278,919","145,731","0.02","0","0","72,725","0","-4,858","54.42"
2005/04/07,"518,000","520,000","515,000","518,000", ,"0","0","357,174","184,983","0.02","0","0","13,072","0","-11,836","54.37"
2005/04/06,"518,000","520,000","510,000","518,000",▲,"1,000","+0.19","410,120","211,981","0.02","0","0","-13,484","0","-34,733","54.36"
2005/04/04,"512,000","517,000","510,000","517,000",▲,"5,000","+0.98","344,399","177,238","0.02","0","0","37,853","0","-24,906","54.37"
2005/04/01,"502,000","516,000","500,000","512,000",▲,"10,000","+1.99","453,138","231,493","0.02","0","0","89,289","0","23,577","54.35"
2005/03/31,"506,000","507,000","501,000","502,000",▲,"4,000","+0.80","346,725","174,569","0.01","0","0","12,320","0","47,833","54.29"
2005/03/30,"494,000","499,500","494,000","498,000",▼,"-4,000","-0.80","362,906","180,305","0.01","0","0","-116,272","0","19,395","54.28"
2005/03/29,"510,000","511,000","500,000","502,000",▼,"-8,000","-1.57","337,115","169,931","0.01","0","0","-19,546","0","-89,256","54.36"
2005/03/28,"510,000","511,000","507,000","510,000",▲,"5,000","+0.99","179,687","91,550","0.01","0","0","-20,089","0","34,947","54.37"
2005/03/25,"505,000","506,000","500,000","505,000",▲,"2,000","+0.40","217,500","109,279","0.01","0","0","-44,146","0","7,213","54.39"
2005/03/24,"501,000","506,000","497,500","503,000",▲,"4,500","+0.90","402,056","201,809","0.01","0","0","-27,449","0","55,677","54.42"
2005/03/23,"493,000","499,500","491,500","498,500",▲,"2,500","+0.50","318,491","158,041","0.01","0","0","-55,697","0","-21,203","54.43"
2005/03/22,"493,000","501,000","489,500","496,000",▲,"4,000","+0.81","315,959","156,861","0.01","0","0","-1,478","0","-37,346","54.47"
2005/03/21,"491,500","499,000","490,000","492,000",▼,"-3,000","-0.61","335,494","165,483","0.01","0","0","-59,015","0","44,384","54.47"
2005/03/18,"493,000","498,000","493,000","495,000",▼,"-1,000","-0.20","255,059","126,328","0.01","0","0","-65,674","0","61,300","54.51"
2005/03/17,"493,000","498,500","492,000","496,000",▼,"-7,000","-1.39","417,586","207,039","0.01","0","0","-56,441","0","25,028","54.56"
